País,Año,Precipitación (mm)
Austria,2012,624.6257
Austria,2013,899.61816
Austria,2014,1380.845
Austria,2015,329.37134
Austria,2016,1529.4719
Austria,2017,742.51526
Austria,2018,3235.7185
Austria,2019,1354.9307
Austria,2020,1644.4397
Austria,2021,1584.2688
Austria,2022,1630.5361
Austria,2023,3658.6392
Austria,2024,812.1673
Azerbaijan,1940,901.05414
Azerbaijan,1941,386.07147
Azerbaijan,1942,672.3084
Azerbaijan,1943,1010.7457
Azerbaijan,1944,796.72064
Azerbaijan,1945,210.51016
Azerbaijan,1946,1184.9253
Azerbaijan,1947,2747.1238
Azerbaijan,1948,14.052603
Azerbaijan,1949,1865.4415
Azerbaijan,1950,2594.6653
Azerbaijan,1951,377.46564
Azerbaijan,1952,756.9746
Azerbaijan,1953,929.13165
Azerbaijan,1954,662.803
Azerbaijan,1955,968.1116
Azerbaijan,1956,2190.602
Azerbaijan,1957,625.015
Azerbaijan,1958,839.0891
Azerbaijan,1959,1042.4778
Azerbaijan,1960,1929.5492
Azerbaijan,1961,804.8283
Azerbaijan,1962,1078.0663
Azerbaijan,1963,693.3664
Azerbaijan,1964,961.7308
Azerbaijan,1965,774.1017
Azerbaijan,1966,471.56345
Azerbaijan,1967,1834.1256
Azerbaijan,1968,1577.1895
Azerbaijan,1969,1425.8224
Azerbaijan,1970,1789.1132
Azerbaijan,1971,1102.8423
Azerbaijan,1972,1183.6938
Azerbaijan,1973,1850.6532
Azerbaijan,1974,1600.1661
Azerbaijan,1975,542.26984
Azerbaijan,1976,1251.952
Azerbaijan,1977,1121.1417
Azerbaijan,1978,3173.4167
Azerbaijan,1979,215.82693
Azerbaijan,1980,147.7347
Azerbaijan,1981,1037.713
Azerbaijan,1982,921.14636
Azerbaijan,1983,205.1837
Azerbaijan,1984,738.3383
Azerbaijan,1985,1208.88
Azerbaijan,1986,1955.8823
Azerbaijan,1987,61.940247
Azerbaijan,1988,251.52971
Azerbaijan,1989,507.1907
Azerbaijan,1990,897.8729
Azerbaijan,1991,1094.6343
Azerbaijan,1992,1236.1051
Azerbaijan,1993,655.41956
Azerbaijan,1994,56.338493
Azerbaijan,1995,723.48376
Azerbaijan,1996,1720.8641
Azerbaijan,1997,794.4546
Azerbaijan,1998,545.37415
Azerbaijan,1999,1024.9248
Azerbaijan,2000,1738.0857
Azerbaijan,2001,24.908476
Azerbaijan,2002,762.26733
Azerbaijan,2003,625.86475
Azerbaijan,2004,1198.3237
Azerbaijan,2005,1448.303
Azerbaijan,2006,3159.7886
Azerbaijan,2007,325.67297
Azerbaijan,2008,81.867615
Azerbaijan,2009,1073.5518
Azerbaijan,2010,680.1212
Azerbaijan,2011,406.07706
Azerbaijan,2012,262.16547
Azerbaijan,2013,1280.5515
Azerbaijan,2014,185.66238
Azerbaijan,2015,1014.9738
Azerbaijan,2016,2404.0012
Azerbaijan,2017,322.66687
Azerbaijan,2018,2091.471
Azerbaijan,2019,656.0981
Azerbaijan,2020,1759.8186
Azerbaijan,2021,1744.063
Azerbaijan,2022,2071.2808
Azerbaijan,2023,137.8424
Azerbaijan,2024,1016.8371
Bahamas,1940,627.5934
Bahamas,1941,1026.2775
Bahamas,1942,19.31832
Bahamas,1943,216.68071
Bahamas,1944,3612.1748
Bahamas,1945,3709.8936
Bahamas,1946,1536.0985
Bahamas,1947,2006.61
Bahamas,1948,2644.041
Bahamas,1949,687.0459
Bahamas,1950,624.72174
Bahamas,1951,1205.2993
Bahamas,1952,32.817642
Bahamas,1953,535.13873
Bahamas,1954,514.50024
Bahamas,1955,1177.9321
Bahamas,1956,202.23904
Bahamas,1957,1346.6053
Bahamas,1958,2343.4824
Bahamas,1959,41.663807
Bahamas,1960,620.20233
Bahamas,1961,586.0415
Bahamas,1962,1241.2128
Bahamas,1963,2194.9807
Bahamas,1964,730.63745
Bahamas,1965,894.0892
Bahamas,1966,3246.216
Bahamas,1967,213.8315
Bahamas,1968,534.60425
Bahamas,1969,1597.0436
Bahamas,1970,1062.5664
Bahamas,1971,458.98862
Bahamas,1972,1514.7166
Bahamas,1973,236.62303
Bahamas,1974,1751.9531
Bahamas,1975,764.2021
Bahamas,1976,1222.9001
Bahamas,1977,172.005
Bahamas,1978,1076.88
Bahamas,1979,663.32874
Bahamas,1980,1017.1717
Bahamas,1981,1739.8696
Bahamas,1982,2127.079
Bahamas,1983,1094.1722
Bahamas,1984,1654.1858
Bahamas,1985,110.10053
Bahamas,1986,551.8689
Bahamas,1987,132.81671
Bahamas,1988,1283.0476
Bahamas,1989,1216.9868
Bahamas,1990,515.5921
Bahamas,1991,25.076859
Bahamas,1992,860.70496
Bahamas,1993,884.7132
Bahamas,1994,791.7163
Bahamas,1995,196.67313
Bahamas,1996,2484.9324
Bahamas,1997,2082.7205
Bahamas,1998,1940.6208
Bahamas,1999,343.36942
Bahamas,2000,1070.0869
Bahamas,2001,145.42961
Bahamas,2002,1132.3916
Bahamas,2003,741.86646
Bahamas,2004,972.0676
Bahamas,2005,187.51682
Bahamas,2006,1119.7378
Bahamas,2007,48.285313
Bahamas,2008,2220.7756
Bahamas,2009,857.9197
Bahamas,2010,836.7836
Bahamas,2011,834.4784
Bahamas,2012,903.58545
Bahamas,2013,897.5387
Bahamas,2014,829.68414
Bahamas,2015,319.2895
Bahamas,2016,888.87866
Bahamas,2017,583.2352
Bahamas,2018,855.4402
Bahamas,2019,23.68164
Bahamas,2020,2010.9259
Bahamas,2021,545.3027
Bahamas,2022,774.7676
Bahamas,2023,1554.9095
Bahamas,2024,803.53265
Bahrain,1940,2864.1782
Bahrain,1941,1604.9929
Bahrain,1942,869.263
Bahrain,1943,380.75345
Bahrain,1944,1675.0775
Bahrain,1945,2812.69
Bahrain,1946,600.78534
Bahrain,1947,522.31226
Bahrain,1948,1779.6115
Bahrain,1949,71.19851
Bahrain,1950,1562.2761
Bahrain,1951,1725.9355
Bahrain,1952,607.06714
Bahrain,1953,738.1897
Bahrain,1954,1379.3019
Bahrain,1955,394.59525
Bahrain,1956,1557.1554
Bahrain,1957,1010.5879
Bahrain,1958,3463.064
Bahrain,1959,1317.7988
Bahrain,1960,1661.6252
Bahrain,1961,1436.0201
Bahrain,1962,1697.1816
Bahrain,1963,3232.5166
Bahrain,1964,785.38745
Bahrain,1965,914.3827
Bahrain,1966,327.59363
Bahrain,1967,650.3051
Bahrain,1968,1065.5392
Bahrain,1969,784.59204
Bahrain,1970,315.00204
Bahrain,1971,1054.8401
Bahrain,1972,2842.1133
Bahrain,1973,8.876524
Bahrain,1974,1125.3395
Bahrain,1975,2550.7974
Bahrain,1976,532.9869
Bahrain,1977,643.87054
Bahrain,1978,953.9377
Bahrain,1979,786.5579
Bahrain,1980,1022.84485
Bahrain,1981,2394.296
Bahrain,1982,563.3129
Bahrain,1983,966.82526
Bahrain,1984,1371.0054
Bahrain,1985,1717.532
Bahrain,1986,706.6463
Bahrain,1987,1180.9468
Bahrain,1988,748.24084
Bahrain,1989,856.075
Bahrain,1990,809.7215
Bahrain,1991,510.4497
Bahrain,1992,1582.3125
Bahrain,1993,1657.2048
Bahrain,1994,1470.3506
Bahrain,1995,2195.4446
Bahrain,1996,819.96533
Bahrain,1997,1287.1018
Bahrain,1998,1474.8481
Bahrain,1999,869.04065
Bahrain,2000,379.62476
Bahrain,2001,1384.4094
Bahrain,2002,1127.7599
Bahrain,2003,2549.1035
Bahrain,2004,187.07932
Bahrain,2005,168.35252
Bahrain,2006,1012.31213
Bahrain,2007,847.3492
Bahrain,2008,189.72862
Bahrain,2009,917.37476
Bahrain,2010,1137.6501
Bahrain,2011,1348.2844
Bahrain,2012,55.8978
Bahrain,2013,282.32376
Bahrain,2014,488.4763
Bahrain,2015,557.909
Bahrain,2016,1038.4548
Bahrain,2017,737.95233
Bahrain,2018,580.30286
Bahrain,2019,111.81391
Bahrain,2020,560.91345
Bahrain,2021,1280.9397
Bahrain,2022,635.35815
Bahrain,2023,543.0825
Bahrain,2024,1049.6559
Bangladesh,1940,1928.2572
Bangladesh,1941,14.540618
Bangladesh,1942,631.9893
Bangladesh,1943,666.80255
Bangladesh,1944,1417.8816
Bangladesh,1945,1422.9741
Bangladesh,1946,2663.4546
Bangladesh,1947,221.35089
Bangladesh,1948,37.044365
Bangladesh,1949,1237.6366
Bangladesh,1950,686.86194
Bangladesh,1951,405.06543
Bangladesh,1952,421.17737
Bangladesh,1953,1263.2258
Bangladesh,1954,191.70793
Bangladesh,1955,1034.6572
Bangladesh,1956,2336.4795
Bangladesh,1957,211.58621
Bangladesh,1958,2063.123
Bangladesh,1959,754.1824
Bangladesh,1960,1384.8008
Bangladesh,1961,1402.7661
Bangladesh,1962,1802.5135
Bangladesh,1963,95.35286
Bangladesh,1964,979.5525
Bangladesh,1965,590.24054
Bangladesh,1966,1027.4528
Bangladesh,1967,15.617585
Bangladesh,1968,161.56833
Bangladesh,1969,3524.0142
Bangladesh,1970,3876.2195
Bangladesh,1971,2276.4663
Bangladesh,1972,2229.5315
Bangladesh,1973,2830.6917
Bangladesh,1974,591.6755
Bangladesh,1975,738.8459
Bangladesh,1976,1096.9224
Bangladesh,1977,10.971014
Bangladesh,1978,584.27783
Bangladesh,1979,538.2215
Bangladesh,1980,1451.5918
Bangladesh,1981,139.09912
Bangladesh,1982,1274.7822
Bangladesh,1983,2475.3855
Bangladesh,1984,40.82146
Bangladesh,1985,473.45615
Bangladesh,1986,543.9341
Bangladesh,1987,1213.8276
Bangladesh,1988,2324.6975
Bangladesh,1989,533.1338
Bangladesh,1990,892.9392
Bangladesh,1991,4055.0144
Bangladesh,1992,196.98698
Bangladesh,1993,511.77032
Bangladesh,1994,1663.8798
Bangladesh,1995,1220.6598
Bangladesh,1996,655.63135
Bangladesh,1997,1700.3998
Bangladesh,1998,366.60007
Bangladesh,1999,1805.2732
Bangladesh,2000,722.15344
Bangladesh,2001,1276.9404
Bangladesh,2002,201.56558
Bangladesh,2003,1115.5881
Bangladesh,2004,437.4094
Bangladesh,2005,847.21893
Bangladesh,2006,1364.0422
Bangladesh,2007,1331.9167
Bangladesh,2008,989.8853
Bangladesh,2009,1913.8568
Bangladesh,2010,130.98624
Bangladesh,2011,632.65356
Bangladesh,2012,93.820145
Bangladesh,2013,957.8037
Bangladesh,2014,1480.203
Bangladesh,2015,423.96146
Bangladesh,2016,13.8068
Bangladesh,2017,876.348
Bangladesh,2018,828.6931
Bangladesh,2019,1054.7714
Bangladesh,2020,125.442665
Bangladesh,2021,2560.112
Bangladesh,2022,2289.3962
Bangladesh,2023,1580.6658
Bangladesh,2024,273.84756
Belarus,1940,1059.1554
Belarus,1941,184.80307
Belarus,1942,1225.0406
Belarus,1943,1090.2125
Belarus,1944,965.58826
Belarus,1945,271.73877
Belarus,1946,1278.2927
Belarus,1947,87.52794
Belarus,1948,2615.7952
Belarus,1949,913.88513
Belarus,1950,985.5653
Belarus,1951,876.2188
Belarus,1952,918.5457
Belarus,1953,827.30695
Belarus,1954,731.04736
Belarus,1955,399.74203
Belarus,1956,932.21234
Belarus,1957,474.1474
Belarus,1958,1384.5577
Belarus,1959,77.6062
Belarus,1960,2022.6991
Belarus,1961,731.4319
Belarus,1962,561.9145
Belarus,1963,1428.0844
Belarus,1964,1248.561
Belarus,1965,2807.8408
Belarus,1966,1910.6155
Belarus,1967,995.31586
Belarus,1968,486.84036
Belarus,1969,1950.0027
Belarus,1970,3237.3687
Belarus,1971,680.18304
Belarus,1972,928.478
Belarus,1973,1798.9424
Belarus,1974,116.61691
Belarus,1975,1503.459
Belarus,1976,1704.4152
Belarus,1977,611.2379
Belarus,1978,763.8741
Belarus,1979,1393.0355
Belarus,1980,514.6164
Belarus,1981,1527.7521
Belarus,1982,866.6688
Belarus,1983,3431.0693
Belarus,1984,1233.552
Belarus,1985,1714.5231
Belarus,1986,1542.1827
Belarus,1987,2331.9873
Belarus,1988,3174.8364
Belarus,1989,849.16974
Belarus,1990,1032.3055
Belarus,1991,425.0736
Belarus,1992,640.73553
Belarus,1993,1127.2941
Belarus,1994,502.28525
Belarus,1995,570.4315
Belarus,1996,992.4014
Belarus,1997,2820.1646
Belarus,1998,13.9281435
Belarus,1999,1533.9045
Belarus,2000,2827.9333
Belarus,2001,686.58325
Belarus,2002,549.20667
Belarus,2003,1400.8353
Belarus,2004,694.4586
Belarus,2005,975.2373
Belarus,2006,2085.5466
Belarus,2007,557.731
Belarus,2008,890.33124
Belarus,2009,1514.064
Belarus,2010,1902.6218
Belarus,2011,994.344
Belarus,2012,974.12744
Belarus,2013,647.11127
Belarus,2014,1057.8381
Belarus,2015,829.3037
Belarus,2016,400.57324
Belarus,2017,1858.1542
Belarus,2018,1663.8406
Belarus,2019,1660.5562
Belarus,2020,1664.71
Belarus,2021,923.494
Belarus,2022,1289.8798
Belarus,2023,1572.4657
Belarus,2024,1406.3495
Belgium,1940,494.76294
Belgium,1941,1314.1499
Belgium,1942,1183.1433
Belgium,1943,2940.2725
Belgium,1944,266.43033
Belgium,1945,183.55455
Belgium,1946,923.71497
Belgium,1947,760.8204
Belgium,1948,179.09476
Belgium,1949,947.00287
Belgium,1950,987.0993
Belgium,1951,1498.0376
Belgium,1952,56.992264
Belgium,1953,247.06882
Belgium,1954,1109.1384
Belgium,1955,720.8796
Belgium,1956,1379.3204
Belgium,1957,1106.7269
Belgium,1958,858.38226
Belgium,1959,106.08774
Belgium,1960,545.35974
Belgium,1961,1494.0413
Belgium,1962,557.2433
Belgium,1963,561.86505
Belgium,1964,1012.08405
Belgium,1965,1995.528
Belgium,1966,24.943192
Belgium,1967,605.1384
Belgium,1968,563.11426
Belgium,1969,1424.5415
Belgium,1970,1400.81
Belgium,1971,3087.4705
Belgium,1972,458.9865
Belgium,1973,140.89214
Belgium,1974,1101.8433
Belgium,1975,814.1986
Belgium,1976,489.5291
Belgium,1977,311.66925
Belgium,1978,1478.3281
Belgium,1979,332.97635
Belgium,1980,978.84607
Belgium,1981,2090.4956
Belgium,1982,223.17007
Belgium,1983,1953.2615
Belgium,1984,528.4814
Belgium,1985,1338.5175
Belgium,1986,1263.2344
Belgium,1987,1516.5474
Belgium,1988,343.89435
Belgium,1989,1318.8529
Belgium,1990,788.3935
Belgium,1991,886.436
Belgium,1992,74.77738
Belgium,1993,287.94534
Belgium,1994,3470.322
Belgium,1995,3719.9421
Belgium,1996,2080.7698
Belgium,1997,2335.8875
Belgium,1998,2720.1233
Belgium,1999,646.10254
Belgium,2000,910.1044
Belgium,2001,1109.3594
Belgium,2002,80.19141
Belgium,2003,688.0048
Belgium,2004,519.00244
Belgium,2005,1563.3434
Belgium,2006,178.51926
Belgium,2007,1295.6858
Belgium,2008,2635.9622
Belgium,2009,104.43543
Belgium,2010,727.59534
Belgium,2011,678.2593
Belgium,2012,1846.0258
Belgium,2013,2482.739
Belgium,2014,608.5415
Belgium,2015,1016.58685
Belgium,2016,3528.6484
Belgium,2017,530.05206
Belgium,2018,541.7356
Belgium,2019,1583.2899
Belgium,2020,1218.3704
Belgium,2021,696.3454
Belgium,2022,1652.6511
Belgium,2023,351.26556
Belgium,2024,1401.2755
Belize,1940,564.87036
Belize,1941,1254.4204
Belize,1942,200.648
Belize,1943,1237.5126
Belize,1944,343.1104
Belize,1945,1151.6475
Belize,1946,1441.5696
Belize,1947,1202.3873
Belize,1948,1295.3883
Belize,1949,1385.4489
Belize,1950,148.4062
Belize,1951,647.5523
Belize,1952,107.826096
Belize,1953,936.6398
Belize,1954,1822.44
Belize,1955,630.504
Belize,1956,62.509827
Belize,1957,744.79224
Belize,1958,789.4302
Belize,1959,875.6862
Belize,1960,125.590416
Belize,1961,2461.3496
Belize,1962,2016.0132
Belize,1963,1722.0734
Belize,1964,270.71216
Belize,1965,1049.1825
Belize,1966,356.2766
Belize,1967,1275.5237
Belize,1968,909.1972
Belize,1969,860.07874
Belize,1970,350.473
Belize,1971,924.2466
Belize,1972,56.281937
Belize,1973,2426.796
Belize,1974,861.742
Belize,1975,1328.6415
Belize,1976,1223.5795
Belize,1977,1377.1534
Belize,1978,903.0926
Belize,1979,795.5186
Belize,1980,396.74847
Belize,1981,1069.7837
Belize,1982,601.3372
Belize,1983,1018.3161
Belize,1984,111.35101
Belize,1985,2454.2869
Belize,1986,678.033
Belize,1987,806.1125
Belize,1988,1977.3629
Belize,1989,1043.8901
Belize,1990,2863.4849
Belize,1991,1032.0797
Belize,1992,1070.5984
Belize,1993,578.7143
Belize,1994,1512.2551
Belize,1995,2640.8264
Belize,1996,544.64343
Belize,1997,649.29443
Belize,1998,2000.124
Belize,1999,88.991936
Belize,2000,1526.9287
Belize,2001,1891.13
Belize,2002,629.417
Belize,2003,1250.1907
Belize,2004,1598.0209
Belize,2005,342.09564
Belize,2006,1714.4874
Belize,2007,879.4831
Belize,2008,3329.5288
Belize,2009,1308.8878
Belize,2010,2074.4924
Belize,2011,1981.7343
Belize,2012,1855.3925
Belize,2013,4186.6553
Belize,2014,971.1974
Belize,2015,1235.5997
Belize,2016,425.10785
Belize,2017,670.5235
Belize,2018,1107.0785
Belize,2019,658.9965
Belize,2020,590.07935
Belize,2021,1459.3962
Belize,2022,2697.0725
Belize,2023,12.20304
Belize,2024,1750.856
Benin,1940,3121.8633
Benin,1941,726.16016
Benin,1942,723.30493
Benin,1943,1268.2744
Benin,1944,681.6216
Benin,1945,1034.6677
Benin,1946,2771.9966
Benin,1947,654.9032
Benin,1948,1058.6471
Benin,1949,1270.3303
Benin,1950,2300.7317
Benin,1951,1064.3257
Benin,1952,1204.403
Benin,1953,784.61884
Benin,1954,999.7629
Benin,1955,606.7326
Benin,1956,392.33923
Benin,1957,2206.598
Benin,1958,1735.866
Benin,1959,1645.865
Benin,1960,2266.3057
Benin,1961,1202.0483
Benin,1962,1253.9368
Benin,1963,1848.0142
Benin,1964,1374.9348
Benin,1965,541.97546
Benin,1966,1314.0027
Benin,1967,1283.307
Benin,1968,2228.733
Benin,1969,288.8557
Benin,1970,194.77554
Benin,1971,1119.639
Benin,1972,1038.0116
Benin,1973,273.65283
Benin,1974,945.48663
Benin,1975,1259.7413
Benin,1976,1498.0308
Benin,1977,68.4409
Benin,1978,265.77673
Benin,1979,842.4615
Benin,1980,935.72424
Benin,1981,1108.0157
Benin,1982,1486.686
Benin,1983,704.4512
Benin,1984,125.3356
Benin,1985,594.10767
Benin,1986,1674.5404
Benin,1987,736.42084
Benin,1988,745.0551
Benin,1989,1061.6361
Benin,1990,1951.8359
Benin,1991,18.527094
Benin,1992,701.15314
Benin,1993,861.77423
Benin,1994,1517.7983
Benin,1995,1488.9866
Benin,1996,2372.706
Benin,1997,298.6552
Benin,1998,64.020935
Benin,1999,1682.4547
Benin,2000,817.59875
Benin,2001,499.04126
Benin,2002,278.33783
Benin,2003,1267.5269
Benin,2004,206.15411
Benin,2005,1162.2732
Benin,2006,2409.7522
Benin,2007,309.94504
Benin,2008,2084.1143
Benin,2009,736.9232
Benin,2010,1593.3456
Benin,2011,1486.4988
Benin,2012,2142.397
Benin,2013,125.53509
Benin,2014,1113.8315
Benin,2015,603.263
Benin,2016,1222.4304
Benin,2017,96.885155
Benin,2018,469.2523
Benin,2019,3924.4138
Benin,2020,3807.2979
Benin,2021,1869.461
Benin,2022,1722.47
Benin,2023,2567.07
Benin,2024,692.25104
Bhutan,1940,856.3379
Bhutan,1941,1383.2023
Bhutan,1942,158.34503
Bhutan,1943,590.16156
Bhutan,1944,557.9467
Bhutan,1945,1513.0846
Bhutan,1946,191.32042
Bhutan,1947,1865.4785
Bhutan,1948,2837.3647
Bhutan,1949,85.05221
Bhutan,1950,699.755
Bhutan,1951,656.2246
Bhutan,1952,2214.2268
Bhutan,1953,2247.975
Bhutan,1954,707.38824
Bhutan,1955,1291.0255
Bhutan,1956,4162.621
Bhutan,1957,377.3781
Bhutan,1958,579.5604
Bhutan,1959,1681.5476
Bhutan,1960,1380.5414
Bhutan,1961,653.24115
Bhutan,1962,1882.5845
Bhutan,1963,298.59406
Bhutan,1964,2025.5829
Bhutan,1965,706.5656
Bhutan,1966,1457.9197
Bhutan,1967,217.71527
Bhutan,1968,1566.0858
Bhutan,1969,593.7631
Bhutan,1970,1087.2197
Bhutan,1971,1600.2894
Bhutan,1972,1114.0244
Bhutan,1973,1171.0299
Bhutan,1974,2097.4546
Bhutan,1975,197.00586
Bhutan,1976,670.20355
Bhutan,1977,151.0928
Bhutan,1978,1368.4635
Bhutan,1979,1838.4222
Bhutan,1980,533.7361
Bhutan,1981,123.16701
Bhutan,1982,1037.991
Bhutan,1983,814.7992
Bhutan,1984,1117.6549
Bhutan,1985,190.90749
Bhutan,1986,3033.6387
Bhutan,1987,2431.9531
Bhutan,1988,1747.9602
Bhutan,1989,418.63995
Bhutan,1990,1038.7593
Bhutan,1991,302.14172
Bhutan,1992,1435.7068
Bhutan,1993,1273.1909
Bhutan,1994,1068.0264
Bhutan,1995,405.3034
Bhutan,1996,1171.164
Bhutan,1997,71.78974
Bhutan,1998,1878.7852
Bhutan,1999,806.76746
Bhutan,2000,1178.0437
Bhutan,2001,892.59717
Bhutan,2002,853.0846
Bhutan,2003,816.95667
Bhutan,2004,677.1456
Bhutan,2005,539.1222
Bhutan,2006,1072.688
Bhutan,2007,543.0063
Bhutan,2008,830.6968
Bhutan,2009,80.786705
Bhutan,2010,3033.1138
Bhutan,2011,664.8616
Bhutan,2012,606.35144
Bhutan,2013,1447.8209
Bhutan,2014,871.625
Bhutan,2015,3368.1016
Bhutan,2016,1430.9822
Bhutan,2017,1003.86237
Bhutan,2018,246.38307
Bhutan,2019,1667.2842
Bhutan,2020,2840.2769
Bhutan,2021,636.6076
Bhutan,2022,570.276
Bhutan,2023,1795.191
Bhutan,2024,317.74902
Bolivia,1940,1754.0592
Bolivia,1941,1455.8568
Bolivia,1942,662.2696
Bolivia,1943,837.2545
Bolivia,1944,1084.2028
Bolivia,1945,160.41713
Bolivia,1946,1697.6812
Bolivia,1947,902.9182
Bolivia,1948,3239.3462
Bolivia,1949,1361.947
Bolivia,1950,1528.907
Bolivia,1951,1299.0995
Bolivia,1952,1457.0637
Bolivia,1953,3783.3096
Bolivia,1954,737.5668
Bolivia,1955,913.78534
Bolivia,1956,489.75745
Bolivia,1957,698.87964
Bolivia,1958,1228.1346
Bolivia,1959,710.7008
Bolivia,1960,805.4844
Bolivia,1961,988.82324
Bolivia,1962,2875.8115
Bolivia,1963,17.333796
Bolivia,1964,1637.842
Bolivia,1965,2554.0542
Bolivia,1966,751.2529
Bolivia,1967,714.00995
Bolivia,1968,1454.5038
Bolivia,1969,752.3322
Bolivia,1970,1200.0388
Bolivia,1971,3073.7324
Bolivia,1972,689.4286
Bolivia,1973,928.775
Bolivia,1974,1191.903
Bolivia,1975,1811.6329
Bolivia,1976,930.6813
Bolivia,1977,931.5036
Bolivia,1978,713.4884
Bolivia,1979,1032.4109
Bolivia,1980,672.99054
Bolivia,1981,372.83762
Bolivia,1982,1672.648
Bolivia,1983,1736.4958
Bolivia,1984,1481.4796
Bolivia,1985,2202.647
Bolivia,1986,964.048
Bolivia,1987,867.4078
Bolivia,1988,1627.9008
Bolivia,1989,1225.114
Bolivia,1990,538.68713
Bolivia,1991,1313.7983
Bolivia,1992,1404.6298
Bolivia,1993,2608.5044
Bolivia,1994,341.0728
Bolivia,1995,303.9343
Bolivia,1996,1012.7214
Bolivia,1997,1004.0207
Bolivia,1998,315.33447
Bolivia,1999,813.35016
Bolivia,2000,1223.3407
Bolivia,2001,1594.7903
Bolivia,2002,119.76842
Bolivia,2003,278.40735
Bolivia,2004,848.96814
Bolivia,2005,845.53625
Bolivia,2006,1286.3328
Bolivia,2007,1065.453
Bolivia,2008,937.9882
Bolivia,2009,208.00906
Bolivia,2010,819.3481
Bolivia,2011,1699.1952
Bolivia,2012,733.89764
Bolivia,2013,759.44885
Bolivia,2014,599.32635
Bolivia,2015,2175.214
Bolivia,2016,22.170702
Bolivia,2017,741.3982
Bolivia,2018,596.4364
Bolivia,2019,1430.2107
Bolivia,2020,1236.1106
Bolivia,2021,1763.6835
Bolivia,2022,234.4332
Bolivia,2023,66.429596
Bolivia,2024,1526.1849
Bosnia and Herzegovina,1940,751.5911
Bosnia and Herzegovina,1941,516.5916
Bosnia and Herzegovina,1942,253.55826
Bosnia and Herzegovina,1943,1520.1044
Bosnia and Herzegovina,1944,331.14844
